Susan sent my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .	Susan kept my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .
the dancer sent your cousin 's brother 's doctor 's friend 's wife 's cousin 's grandmother the spoon .	the dancer dropped your cousin 's brother 's doctor 's friend 's wife 's cousin 's grandmother the spoon .
Sally bought my brother 's cousin 's sister 's doctor 's dad 's brother 's father the bottle .	Sally shook my brother 's cousin 's sister 's doctor 's dad 's brother 's father the bottle .
your boss gave my teacher 's brother 's cousin 's sister 's dentist 's daughter 's teacher the boat .	your boss kept my teacher 's brother 's cousin 's sister 's dentist 's daughter 's teacher the boat .
the person showed my cousin 's mom 's dentist 's dentist 's grandmother 's dentist 's sister the truck .	the person held my cousin 's mom 's dentist 's dentist 's grandmother 's dentist 's sister the truck .
the person gave my boss 's teacher 's daughter 's husband 's dentist 's wife 's husband the picture .	the person kept my boss 's teacher 's daughter 's husband 's dentist 's wife 's husband the picture .
the child gave my teacher 's boss 's cousin 's wife 's son 's son 's dentist the crayon .	the child kept my teacher 's boss 's cousin 's wife 's son 's son 's dentist the crayon .
Mary showed my husband 's grandmother 's dentist 's mother 's teacher 's dad 's teacher the cup .	Mary cleaned my husband 's grandmother 's dentist 's mother 's teacher 's dad 's teacher the cup .
the adult gave your dentist 's father 's wife 's mother 's cousin 's wife 's friend the car .	the adult lost your dentist 's father 's wife 's mother 's cousin 's wife 's friend the car .
the dentist gave my husband 's dad 's dentist 's father 's doctor 's dad 's friend the box .	the dentist moved my husband 's dad 's dentist 's father 's doctor 's dad 's friend the box .
the person bought your wife 's brother 's daughter 's dad 's mother 's boss 's dentist the cup .	the person lost your wife 's brother 's daughter 's dad 's mother 's boss 's dentist the cup .
the adult gave your dad 's daughter 's friend 's brother 's brother 's cousin 's grandmother the dish .	the adult dropped your dad 's daughter 's friend 's brother 's brother 's cousin 's grandmother the dish .
Sandra bought my son 's husband 's doctor 's grandmother 's father 's mom 's brother the picture .	Sandra lost my son 's husband 's doctor 's grandmother 's father 's mom 's brother the picture .
Janet bought your friend 's boss 's boss 's doctor 's grandmother 's doctor 's sister the shirt .	Janet kept your friend 's boss 's boss 's doctor 's grandmother 's doctor 's sister the shirt .
my boss gave my boss 's mom 's friend 's cousin 's husband 's wife 's mother the plane .	my boss shook my boss 's mom 's friend 's cousin 's husband 's wife 's mother the plane .
the dancer showed your father 's wife 's boss 's dentist 's doctor 's sister 's father the fork .	the dancer cleaned your father 's wife 's boss 's dentist 's doctor 's sister 's father the fork .
Kayla sent your doctor 's husband 's husband 's teacher 's dentist 's boss 's sister the plate .	Kayla lost your doctor 's husband 's husband 's teacher 's dentist 's boss 's sister the plate .
Patrick bought my cousin 's sister 's grandmother 's teacher 's teacher 's cousin 's wife the hat .	Patrick moved my cousin 's sister 's grandmother 's teacher 's teacher 's cousin 's wife the hat .
Dan gave my son 's mother 's boss 's brother 's doctor 's dentist 's cousin the bottle .	Dan moved my son 's mother 's boss 's brother 's doctor 's dentist 's cousin the bottle .
the patient sent your friend 's daughter 's boss 's husband 's brother 's daughter 's dentist the rocket .	the patient lost your friend 's daughter 's boss 's husband 's brother 's daughter 's dentist the rocket .
your teacher sent my daughter 's mom 's dentist 's cousin 's friend 's father 's dad the rug .	your teacher cleaned my daughter 's mom 's dentist 's cousin 's friend 's father 's dad the rug .
your dentist bought my friend 's doctor 's boss 's brother 's brother 's friend 's wife the car .	your dentist kept my friend 's doctor 's boss 's brother 's brother 's friend 's wife the car .
the teacher gave your dentist 's daughter 's sister 's son 's mother 's teacher 's boss the hat .	the teacher moved your dentist 's daughter 's sister 's son 's mother 's teacher 's boss the hat .
my doctor gave my doctor 's grandmother 's friend 's daughter 's dentist 's teacher 's doctor the crayon .	my doctor kept my doctor 's grandmother 's friend 's daughter 's dentist 's teacher 's doctor the crayon .
your friend gave your cousin 's boss 's dad 's friend 's mother 's sister 's brother the plate .	your friend held your cousin 's boss 's dad 's friend 's mother 's sister 's brother the plate .
the dancer showed my brother 's mom 's son 's sister 's son 's teacher 's grandmother the shirt .	the dancer kept my brother 's mom 's son 's sister 's son 's teacher 's grandmother the shirt .
your friend showed my grandmother 's daughter 's doctor 's friend 's son 's boss 's mother the doll .	your friend dropped my grandmother 's daughter 's doctor 's friend 's son 's boss 's mother the doll .
the customer gave your dentist 's doctor 's son 's doctor 's sister 's mom 's son the shoe .	the customer lost your dentist 's doctor 's son 's doctor 's sister 's mom 's son the shoe .
Carl bought my wife 's sister 's cousin 's mom 's cousin 's dentist 's brother the shirt .	Carl kept my wife 's sister 's cousin 's mom 's cousin 's dentist 's brother the shirt .
Liam sent your cousin 's boss 's daughter 's sister 's friend 's brother 's mother the window .	Liam dropped your cousin 's boss 's daughter 's sister 's friend 's brother 's mother the window .
the driver bought my boss 's grandmother 's dentist 's dad 's dad 's cousin 's grandmother the rug .	the driver held my boss 's grandmother 's dentist 's dad 's dad 's cousin 's grandmother the rug .
Vanessa bought your son 's teacher 's son 's grandmother 's mother 's dentist 's mom the glass .	Vanessa moved your son 's teacher 's son 's grandmother 's mother 's dentist 's mom the glass .
my dentist showed your dentist 's brother 's mom 's boss 's brother 's sister 's daughter the plane .	my dentist kept your dentist 's brother 's mom 's boss 's brother 's sister 's daughter the plane .
the dentist bought your dad 's daughter 's father 's dad 's husband 's daughter 's father the doll .	the dentist cleaned your dad 's daughter 's father 's dad 's husband 's daughter 's father the doll .
the driver gave my mom 's sister 's husband 's father 's dentist 's mother 's grandmother the bicycle .	the driver kept my mom 's sister 's husband 's father 's dentist 's mother 's grandmother the bicycle .
my boss showed my brother 's boss 's wife 's brother 's son 's wife 's grandmother the rocket .	my boss lost my brother 's boss 's wife 's brother 's son 's wife 's grandmother the rocket .
Donald sent my son 's doctor 's cousin 's teacher 's cousin 's mother 's boss the boat .	Donald dropped my son 's doctor 's cousin 's teacher 's cousin 's mother 's boss the boat .
the adult gave my cousin 's teacher 's dad 's mom 's friend 's mom 's teacher the doll .	the adult dropped my cousin 's teacher 's dad 's mom 's friend 's mom 's teacher the doll .
the driver bought my mom 's son 's dad 's son 's teacher 's sister 's mother the bottle .	the driver moved my mom 's son 's dad 's son 's teacher 's sister 's mother the bottle .
the dentist bought my father 's wife 's mother 's father 's brother 's dentist 's mom the rocket .	the dentist held my father 's wife 's mother 's father 's brother 's dentist 's mom the rocket .
the doctor showed my friend 's cousin 's father 's grandmother 's mom 's mom 's boss the bicycle .	the doctor shook my friend 's cousin 's father 's grandmother 's mom 's mom 's boss the bicycle .
the customer bought your daughter 's son 's daughter 's brother 's boss 's husband 's friend the bed .	the customer moved your daughter 's son 's daughter 's brother 's boss 's husband 's friend the bed .
my doctor sent my husband 's father 's doctor 's doctor 's son 's mom 's father the cup .	my doctor moved my husband 's father 's doctor 's doctor 's son 's mom 's father the cup .
my doctor showed my boss 's father 's father 's grandmother 's wife 's teacher 's brother the toy .	my doctor dropped my boss 's father 's father 's grandmother 's wife 's teacher 's brother the toy .
Eric gave my daughter 's grandmother 's cousin 's mother 's dentist 's dentist 's boss the book .	Eric cleaned my daughter 's grandmother 's cousin 's mother 's dentist 's dentist 's boss the book .
your teacher gave your brother 's mom 's mom 's dad 's brother 's mom 's daughter the mirror .	your teacher kept your brother 's mom 's mom 's dad 's brother 's mom 's daughter the mirror .
the driver sent your doctor 's boss 's sister 's cousin 's cousin 's brother 's cousin the shoe .	the driver held your doctor 's boss 's sister 's cousin 's cousin 's brother 's cousin the shoe .
Rebecca showed your brother 's grandmother 's son 's friend 's wife 's daughter 's cousin the shirt .	Rebecca shook your brother 's grandmother 's son 's friend 's wife 's daughter 's cousin the shirt .
your boss showed your dad 's doctor 's teacher 's teacher 's father 's dad 's son the chair .	your boss cleaned your dad 's doctor 's teacher 's teacher 's father 's dad 's son the chair .
Melissa bought my father 's wife 's brother 's cousin 's sister 's dentist 's teacher the button .	Melissa held my father 's wife 's brother 's cousin 's sister 's dentist 's teacher the button .
the adult bought your cousin 's husband 's brother 's wife 's friend 's grandmother 's husband the ring .	the adult lost your cousin 's husband 's brother 's wife 's friend 's grandmother 's husband the ring .
the patient bought my cousin 's boss 's doctor 's husband 's father 's father 's mom the hat .	the patient moved my cousin 's boss 's doctor 's husband 's father 's father 's mom the hat .
your teacher gave your mother 's dentist 's dad 's grandmother 's mom 's sister 's dad the ring .	your teacher shook your mother 's dentist 's dad 's grandmother 's mom 's sister 's dad the ring .
your boss showed my grandmother 's dentist 's father 's friend 's brother 's father 's friend the doll .	your boss lost my grandmother 's dentist 's father 's friend 's brother 's father 's friend the doll .
the dancer sent your cousin 's son 's teacher 's daughter 's grandmother 's brother 's father the rug .	the dancer kept your cousin 's son 's teacher 's daughter 's grandmother 's brother 's father the rug .
the adult bought your sister 's cousin 's dentist 's grandmother 's dad 's grandmother 's friend the crayon .	the adult cleaned your sister 's cousin 's dentist 's grandmother 's dad 's grandmother 's friend the crayon .
April gave your mom 's husband 's mother 's husband 's doctor 's mom 's grandmother the cup .	April kept your mom 's husband 's mother 's husband 's doctor 's mom 's grandmother the cup .
Adam showed your dentist 's husband 's doctor 's son 's friend 's wife 's doctor the bowl .	Adam moved your dentist 's husband 's doctor 's son 's friend 's wife 's doctor the bowl .
my cousin showed my brother 's dad 's mother 's mom 's father 's friend 's doctor the bottle .	my cousin shook my brother 's dad 's mother 's mom 's father 's friend 's doctor the bottle .
the customer sent my brother 's dentist 's father 's mom 's father 's mother 's dad the glass .	the customer moved my brother 's dentist 's father 's mom 's father 's mother 's dad the glass .
Amelia showed your brother 's cousin 's dad 's boss 's husband 's boss 's boss the ring .	Amelia lost your brother 's cousin 's dad 's boss 's husband 's boss 's boss the ring .
the driver showed my mother 's cousin 's cousin 's dad 's grandmother 's friend 's sister the bed .	the driver dropped my mother 's cousin 's cousin 's dad 's grandmother 's friend 's sister the bed .
Becky bought your teacher 's husband 's dentist 's boss 's grandmother 's father 's grandmother the shirt .	Becky kept your teacher 's husband 's dentist 's boss 's grandmother 's father 's grandmother the shirt .
Steven gave my father 's mother 's daughter 's doctor 's doctor 's sister 's son the plate .	Steven cleaned my father 's mother 's daughter 's doctor 's doctor 's sister 's son the plate .
the driver showed my husband 's dad 's dad 's mom 's dad 's teacher 's mother the hat .	the driver cleaned my husband 's dad 's dad 's mom 's dad 's teacher 's mother the hat .
the doctor sent your doctor 's mother 's dad 's doctor 's dad 's dad 's son the boat .	the doctor cleaned your doctor 's mother 's dad 's doctor 's dad 's dad 's son the boat .
my friend bought your wife 's dentist 's boss 's mom 's friend 's dentist 's daughter the couch .	my friend dropped your wife 's dentist 's boss 's mom 's friend 's dentist 's daughter the couch .
my cousin sent your cousin 's sister 's father 's boss 's cousin 's dentist 's boss the boat .	my cousin held your cousin 's sister 's father 's boss 's cousin 's dentist 's boss the boat .
Amelia gave your brother 's sister 's dentist 's teacher 's boss 's cousin 's grandmother the mirror .	Amelia moved your brother 's sister 's dentist 's teacher 's boss 's cousin 's grandmother the mirror .
my doctor sent my sister 's friend 's doctor 's doctor 's dentist 's doctor 's doctor the fork .	my doctor held my sister 's friend 's doctor 's doctor 's dentist 's doctor 's doctor the fork .
my boss showed your dentist 's father 's dentist 's sister 's grandmother 's cousin 's son the hat .	my boss dropped your dentist 's father 's dentist 's sister 's grandmother 's cousin 's son the hat .
Elizabeth gave my son 's dad 's mom 's doctor 's brother 's dentist 's boss the mirror .	Elizabeth kept my son 's dad 's mom 's doctor 's brother 's dentist 's boss the mirror .
your teacher sent my daughter 's boss 's father 's cousin 's daughter 's friend 's mother the plane .	your teacher held my daughter 's boss 's father 's cousin 's daughter 's friend 's mother the plane .
Martin sent your teacher 's brother 's father 's dentist 's grandmother 's dentist 's grandmother the book .	Martin shook your teacher 's brother 's father 's dentist 's grandmother 's dentist 's grandmother the book .
Susan sent my daughter 's dentist 's father 's doctor 's dentist 's doctor 's doctor the boat .	Susan shook my daughter 's dentist 's father 's doctor 's dentist 's doctor 's doctor the boat .
the adult showed my wife 's mom 's father 's father 's father 's wife 's sister the box .	the adult kept my wife 's mom 's father 's father 's father 's wife 's sister the box .
the doctor sent my sister 's boss 's mom 's teacher 's husband 's brother 's teacher the bag .	the doctor lost my sister 's boss 's mom 's teacher 's husband 's brother 's teacher the bag .
the child sent your teacher 's dentist 's mother 's wife 's mom 's wife 's mom the toy .	the child moved your teacher 's dentist 's mother 's wife 's mom 's wife 's mom the toy .
Michael showed your husband 's doctor 's daughter 's daughter 's wife 's boss 's mother the car .	Michael lost your husband 's doctor 's daughter 's daughter 's wife 's boss 's mother the car .
the adult sent your dentist 's cousin 's cousin 's grandmother 's husband 's boss 's dentist the candle .	the adult moved your dentist 's cousin 's cousin 's grandmother 's husband 's boss 's dentist the candle .
the person showed your doctor 's boss 's friend 's teacher 's doctor 's son 's son the bag .	the person dropped your doctor 's boss 's friend 's teacher 's doctor 's son 's son the bag .
my cousin sent your brother 's mother 's cousin 's father 's grandmother 's cousin 's cousin the ship .	my cousin kept your brother 's mother 's cousin 's father 's grandmother 's cousin 's cousin the ship .
Judy sent my brother 's teacher 's brother 's mother 's mother 's teacher 's mother the window .	Judy held my brother 's teacher 's brother 's mother 's mother 's teacher 's mother the window .
Amy gave your cousin 's boss 's mother 's teacher 's friend 's mom 's mother the shoe .	Amy shook your cousin 's boss 's mother 's teacher 's friend 's mom 's mother the shoe .
Alexander sent my teacher 's mom 's teacher 's brother 's mother 's teacher 's brother the book .	Alexander lost my teacher 's mom 's teacher 's brother 's mother 's teacher 's brother the book .
the dancer bought my husband 's mom 's son 's grandmother 's mom 's son 's teacher the boat .	the dancer shook my husband 's mom 's son 's grandmother 's mom 's son 's teacher the boat .
my friend bought your wife 's cousin 's sister 's doctor 's friend 's mom 's brother the door .	my friend kept your wife 's cousin 's sister 's doctor 's friend 's mom 's brother the door .
Anna showed my sister 's dentist 's grandmother 's daughter 's wife 's grandmother 's brother the ring .	Anna moved my sister 's dentist 's grandmother 's daughter 's wife 's grandmother 's brother the ring .
the customer gave my brother 's cousin 's son 's dentist 's teacher 's wife 's sister the candle .	the customer kept my brother 's cousin 's son 's dentist 's teacher 's wife 's sister the candle .
the patient gave your teacher 's dad 's wife 's grandmother 's brother 's teacher 's mom the car .	the patient moved your teacher 's dad 's wife 's grandmother 's brother 's teacher 's mom the car .
the teacher showed my mom 's son 's friend 's husband 's cousin 's doctor 's father the rug .	the teacher kept my mom 's son 's friend 's husband 's cousin 's doctor 's father the rug .
the dancer showed your mother 's husband 's friend 's son 's mother 's doctor 's husband the rug .	the dancer moved your mother 's husband 's friend 's son 's mother 's doctor 's husband the rug .
Sally gave your mother 's dentist 's daughter 's mom 's wife 's dentist 's sister the plate .	Sally dropped your mother 's dentist 's daughter 's mom 's wife 's dentist 's sister the plate .
the dancer sent your father 's mother 's mom 's dentist 's boss 's mother 's brother the hat .	the dancer kept your father 's mother 's mom 's dentist 's boss 's mother 's brother the hat .
the dentist sent your boss 's dentist 's son 's sister 's daughter 's daughter 's teacher the ring .	the dentist cleaned your boss 's dentist 's son 's sister 's daughter 's daughter 's teacher the ring .
the dentist gave my teacher 's mother 's brother 's grandmother 's cousin 's dentist 's cousin the bottle .	the dentist moved my teacher 's mother 's brother 's grandmother 's cousin 's dentist 's cousin the bottle .
the patient showed your sister 's doctor 's cousin 's dad 's husband 's cousin 's dad the plane .	the patient moved your sister 's doctor 's cousin 's dad 's husband 's cousin 's dad the plane .
the child sent my dentist 's cousin 's mother 's son 's mother 's dentist 's friend the bowl .	the child shook my dentist 's cousin 's mother 's son 's mother 's dentist 's friend the bowl .
Linda showed my son 's friend 's sister 's son 's mother 's grandmother 's daughter the box .	Linda kept my son 's friend 's sister 's son 's mother 's grandmother 's daughter the box .
Erin gave my sister 's grandmother 's sister 's sister 's boss 's father 's teacher the dish .	Erin cleaned my sister 's grandmother 's sister 's sister 's boss 's father 's teacher the dish .
my dentist bought my dad 's son 's mother 's friend 's father 's father 's son the boat .	my dentist held my dad 's son 's mother 's friend 's father 's father 's son the boat .
your cousin bought your friend 's cousin 's daughter 's dentist 's doctor 's father 's teacher the car .	your cousin held your friend 's cousin 's daughter 's dentist 's doctor 's father 's teacher the car .
the dancer showed my father 's sister 's dentist 's sister 's wife 's husband 's dad the candle .	the dancer dropped my father 's sister 's dentist 's sister 's wife 's husband 's dad the candle .
Ronald bought my cousin 's grandmother 's dentist 's wife 's mother 's sister 's son the door .	Ronald held my cousin 's grandmother 's dentist 's wife 's mother 's sister 's son the door .
your doctor gave my cousin 's brother 's brother 's cousin 's husband 's husband 's son the shoe .	your doctor shook my cousin 's brother 's brother 's cousin 's husband 's husband 's son the shoe .
the person gave my doctor 's mom 's daughter 's dad 's cousin 's grandmother 's sister the bed .	the person kept my doctor 's mom 's daughter 's dad 's cousin 's grandmother 's sister the bed .
Donald showed my dad 's teacher 's boss 's friend 's friend 's grandmother 's boss the shirt .	Donald lost my dad 's teacher 's boss 's friend 's friend 's grandmother 's boss the shirt .
Adam sent your friend 's friend 's mother 's mom 's grandmother 's daughter 's brother the chair .	Adam lost your friend 's friend 's mother 's mom 's grandmother 's daughter 's brother the chair .
your dentist showed my cousin 's daughter 's father 's brother 's friend 's brother 's dad the rug .	your dentist cleaned my cousin 's daughter 's father 's brother 's friend 's brother 's dad the rug .
the dancer gave my dad 's friend 's dad 's teacher 's dentist 's husband 's wife the book .	the dancer shook my dad 's friend 's dad 's teacher 's dentist 's husband 's wife the book .
the person showed my dad 's dad 's daughter 's brother 's dentist 's dentist 's wife the book .	the person held my dad 's dad 's daughter 's brother 's dentist 's dentist 's wife the book .
Mark bought my husband 's sister 's brother 's grandmother 's cousin 's doctor 's friend the shoe .	Mark cleaned my husband 's sister 's brother 's grandmother 's cousin 's doctor 's friend the shoe .
your teacher gave your sister 's father 's sister 's friend 's boss 's mom 's mom the dish .	your teacher held your sister 's father 's sister 's friend 's boss 's mom 's mom the dish .
your teacher bought your daughter 's husband 's dad 's wife 's daughter 's friend 's mom the couch .	your teacher moved your daughter 's husband 's dad 's wife 's daughter 's friend 's mom the couch .
Catherine showed my father 's grandmother 's brother 's cousin 's teacher 's dentist 's boss the book .	Catherine shook my father 's grandmother 's brother 's cousin 's teacher 's dentist 's boss the book .
the dancer gave your wife 's mother 's daughter 's husband 's sister 's husband 's dentist the toy .	the dancer lost your wife 's mother 's daughter 's husband 's sister 's husband 's dentist the toy .
my boss showed my dad 's brother 's brother 's wife 's daughter 's cousin 's cousin the window .	my boss cleaned my dad 's brother 's brother 's wife 's daughter 's cousin 's cousin the window .
my dentist showed your son 's grandmother 's grandmother 's cousin 's dad 's mom 's husband the car .	my dentist held your son 's grandmother 's grandmother 's cousin 's dad 's mom 's husband the car .
your friend bought my brother 's dentist 's brother 's daughter 's mother 's mother 's brother the cup .	your friend cleaned my brother 's dentist 's brother 's daughter 's mother 's mother 's brother the cup .
Michelle showed my daughter 's brother 's brother 's friend 's friend 's boss 's mother the doll .	Michelle moved my daughter 's brother 's brother 's friend 's friend 's boss 's mother the doll .
your cousin sent your daughter 's grandmother 's doctor 's father 's sister 's wife 's daughter the bottle .	your cousin lost your daughter 's grandmother 's doctor 's father 's sister 's wife 's daughter the bottle .
my teacher gave your grandmother 's grandmother 's dentist 's son 's sister 's mom 's husband the ring .	my teacher moved your grandmother 's grandmother 's dentist 's son 's sister 's mom 's husband the ring .
Sara bought your doctor 's husband 's teacher 's grandmother 's wife 's father 's husband the box .	Sara moved your doctor 's husband 's teacher 's grandmother 's wife 's father 's husband the box .
the driver showed your husband 's doctor 's cousin 's brother 's boss 's brother 's mom the bottle .	the driver held your husband 's doctor 's cousin 's brother 's boss 's brother 's mom the bottle .
Rachel bought my son 's teacher 's wife 's husband 's cousin 's husband 's brother the rug .	Rachel cleaned my son 's teacher 's wife 's husband 's cousin 's husband 's brother the rug .
your doctor showed my father 's mom 's dentist 's boss 's boss 's husband 's mom the fork .	your doctor dropped my father 's mom 's dentist 's boss 's boss 's husband 's mom the fork .
Jerry gave my mom 's doctor 's friend 's doctor 's dentist 's cousin 's wife the fork .	Jerry kept my mom 's doctor 's friend 's doctor 's dentist 's cousin 's wife the fork .
your cousin gave my doctor 's cousin 's grandmother 's daughter 's grandmother 's doctor 's boss the bowl .	your cousin lost my doctor 's cousin 's grandmother 's daughter 's grandmother 's doctor 's boss the bowl .
my boss gave your brother 's husband 's mom 's wife 's father 's husband 's doctor the couch .	my boss lost your brother 's husband 's mom 's wife 's father 's husband 's doctor the couch .
my teacher gave your mom 's teacher 's grandmother 's mom 's daughter 's boss 's teacher the candle .	my teacher dropped your mom 's teacher 's grandmother 's mom 's daughter 's boss 's teacher the candle .
Amelia gave my daughter 's doctor 's wife 's boss 's daughter 's dentist 's daughter the crayon .	Amelia lost my daughter 's doctor 's wife 's boss 's daughter 's dentist 's daughter the crayon .
my friend sent my son 's daughter 's mother 's husband 's father 's boss 's dad the rocket .	my friend shook my son 's daughter 's mother 's husband 's father 's boss 's dad the rocket .
the dancer sent your mother 's dad 's daughter 's mother 's cousin 's brother 's dad the picture .	the dancer cleaned your mother 's dad 's daughter 's mother 's cousin 's brother 's dad the picture .
Sandra gave your sister 's sister 's wife 's father 's mother 's daughter 's brother the hat .	Sandra shook your sister 's sister 's wife 's father 's mother 's daughter 's brother the hat .
my doctor bought your father 's husband 's wife 's mom 's sister 's wife 's grandmother the dish .	my doctor held your father 's husband 's wife 's mom 's sister 's wife 's grandmother the dish .
Samantha gave my father 's mom 's sister 's wife 's doctor 's cousin 's dad the book .	Samantha kept my father 's mom 's sister 's wife 's doctor 's cousin 's dad the book .
my boss showed my cousin 's daughter 's son 's cousin 's son 's cousin 's friend the rug .	my boss kept my cousin 's daughter 's son 's cousin 's son 's cousin 's friend the rug .
John gave my mom 's grandmother 's daughter 's mother 's doctor 's mother 's father the ring .	John shook my mom 's grandmother 's daughter 's mother 's doctor 's mother 's father the ring .
Julie gave my dentist 's friend 's sister 's husband 's son 's teacher 's mom the dish .	Julie kept my dentist 's friend 's sister 's husband 's son 's teacher 's mom the dish .
the driver sent your mother 's grandmother 's sister 's son 's teacher 's dentist 's husband the rug .	the driver cleaned your mother 's grandmother 's sister 's son 's teacher 's dentist 's husband the rug .
the child sent my grandmother 's grandmother 's wife 's father 's grandmother 's boss 's boss the truck .	the child dropped my grandmother 's grandmother 's wife 's father 's grandmother 's boss 's boss the truck .
my cousin sent your daughter 's dentist 's wife 's brother 's husband 's cousin 's cousin the shoe .	my cousin moved your daughter 's dentist 's wife 's brother 's husband 's cousin 's cousin the shoe .
my friend bought your cousin 's husband 's grandmother 's sister 's dentist 's father 's wife the car .	my friend lost your cousin 's husband 's grandmother 's sister 's dentist 's father 's wife the car .
Aaron bought your dad 's mother 's daughter 's mom 's doctor 's wife 's grandmother the shoe .	Aaron shook your dad 's mother 's daughter 's mom 's doctor 's wife 's grandmother the shoe .
the child gave my boss 's boss 's daughter 's wife 's father 's brother 's daughter the picture .	the child cleaned my boss 's boss 's daughter 's wife 's father 's brother 's daughter the picture .
the teacher bought your grandmother 's brother 's dad 's sister 's brother 's teacher 's mother the hat .	the teacher lost your grandmother 's brother 's dad 's sister 's brother 's teacher 's mother the hat .
Mark bought your teacher 's boss 's daughter 's mom 's doctor 's daughter 's dentist the bag .	Mark kept your teacher 's boss 's daughter 's mom 's doctor 's daughter 's dentist the bag .
Vanessa gave your boss 's cousin 's sister 's dentist 's teacher 's friend 's teacher the bag .	Vanessa shook your boss 's cousin 's sister 's dentist 's teacher 's friend 's teacher the bag .
Paul showed your brother 's daughter 's mom 's husband 's grandmother 's husband 's doctor the dish .	Paul dropped your brother 's daughter 's mom 's husband 's grandmother 's husband 's doctor the dish .
my friend sent my mom 's cousin 's friend 's mom 's mom 's dentist 's brother the ship .	my friend cleaned my mom 's cousin 's friend 's mom 's mom 's dentist 's brother the ship .
Patrick gave my boss 's teacher 's mother 's brother 's dentist 's dad 's boss the truck .	Patrick shook my boss 's teacher 's mother 's brother 's dentist 's dad 's boss the truck .
your teacher showed your teacher 's brother 's mother 's boss 's brother 's mom 's brother the button .	your teacher cleaned your teacher 's brother 's mother 's boss 's brother 's mom 's brother the button .
Steve showed your sister 's grandmother 's sister 's husband 's dad 's father 's brother the doll .	Steve shook your sister 's grandmother 's sister 's husband 's dad 's father 's brother the doll .
your cousin sent your dad 's father 's dentist 's cousin 's daughter 's mother 's dad the shirt .	your cousin shook your dad 's father 's dentist 's cousin 's daughter 's mother 's dad the shirt .
Rachel bought your cousin 's husband 's husband 's brother 's dentist 's friend 's boss the plate .	Rachel moved your cousin 's husband 's husband 's brother 's dentist 's friend 's boss the plate .
Nancy gave your son 's mother 's mom 's son 's sister 's boss 's daughter the shoe .	Nancy cleaned your son 's mother 's mom 's son 's sister 's boss 's daughter the shoe .
my friend showed my mom 's dad 's friend 's son 's wife 's brother 's teacher the car .	my friend lost my mom 's dad 's friend 's son 's wife 's brother 's teacher the car .
my doctor sent your daughter 's doctor 's friend 's husband 's doctor 's daughter 's doctor the book .	my doctor kept your daughter 's doctor 's friend 's husband 's doctor 's daughter 's doctor the book .
John gave my husband 's dad 's daughter 's doctor 's son 's mother 's mom the bottle .	John dropped my husband 's dad 's daughter 's doctor 's son 's mother 's mom the bottle .
the adult gave my doctor 's husband 's sister 's daughter 's mom 's daughter 's son the bowl .	the adult shook my doctor 's husband 's sister 's daughter 's mom 's daughter 's son the bowl .
the person bought my son 's daughter 's mom 's cousin 's grandmother 's dentist 's doctor the bag .	the person held my son 's daughter 's mom 's cousin 's grandmother 's dentist 's doctor the bag .
your friend gave your teacher 's wife 's boss 's boss 's brother 's boss 's teacher the ship .	your friend moved your teacher 's wife 's boss 's boss 's brother 's boss 's teacher the ship .
my friend bought my husband 's friend 's father 's cousin 's friend 's mother 's friend the car .	my friend held my husband 's friend 's father 's cousin 's friend 's mother 's friend the car .
Laura gave your wife 's wife 's mom 's wife 's husband 's friend 's mother the fork .	Laura lost your wife 's wife 's mom 's wife 's husband 's friend 's mother the fork .
the teacher sent my dentist 's dentist 's mom 's brother 's cousin 's son 's wife the rug .	the teacher shook my dentist 's dentist 's mom 's brother 's cousin 's son 's wife the rug .
my friend gave your father 's dad 's daughter 's dentist 's husband 's brother 's wife the door .	my friend held your father 's dad 's daughter 's dentist 's husband 's brother 's wife the door .
Samantha showed your son 's brother 's husband 's mother 's husband 's mom 's sister the rocket .	Samantha lost your son 's brother 's husband 's mother 's husband 's mom 's sister the rocket .
my doctor gave your wife 's father 's mom 's father 's husband 's dentist 's sister the boat .	my doctor moved your wife 's father 's mom 's father 's husband 's dentist 's sister the boat .
Melissa gave your mom 's dentist 's cousin 's teacher 's cousin 's daughter 's cousin the bottle .	Melissa kept your mom 's dentist 's cousin 's teacher 's cousin 's daughter 's cousin the bottle .
your teacher bought your wife 's mom 's doctor 's brother 's teacher 's cousin 's wife the toy .	your teacher lost your wife 's mom 's doctor 's brother 's teacher 's cousin 's wife the toy .
Andrew bought my mother 's friend 's father 's sister 's son 's son 's mom the crayon .	Andrew moved my mother 's friend 's father 's sister 's son 's son 's mom the crayon .
the child sent my friend 's husband 's friend 's dad 's wife 's brother 's dad the glass .	the child dropped my friend 's husband 's friend 's dad 's wife 's brother 's dad the glass .
James showed your mother 's brother 's wife 's son 's father 's doctor 's doctor the spoon .	James kept your mother 's brother 's wife 's son 's father 's doctor 's doctor the spoon .
the teacher gave your friend 's doctor 's cousin 's mother 's brother 's friend 's husband the car .	the teacher kept your friend 's doctor 's cousin 's mother 's brother 's friend 's husband the car .
my teacher bought your sister 's teacher 's teacher 's grandmother 's cousin 's doctor 's dentist the window .	my teacher kept your sister 's teacher 's teacher 's grandmother 's cousin 's doctor 's dentist the window .
